Date,Time,0516-IBLC-02-0101,0403-CIRS-02-0203,0403-CIRS-02-0202,0516-IBLC-01-0182,0277-AERL-04-0403,0277-AERL-04-0403
16-01-21,14:45:00,10,5,12,125,113,42
16-01-21,14:50:00,12,7,6,120,113,45
16-01-21,14:55:00,11,7,9,117,108,47
16-01-21,15:00:00,7,3,9,120,106,52
16-01-21,15:05:00,14,8,9,114,112,55
16-01-21,15:10:00,15,8,11,121,110,53
16-01-21,15:15:00,8,6,13,127,109,47
16-01-21,15:20:00,8,13,19,72,125,45
16-01-21,15:25:00,0,0,0,0,0,0
16-01-21,15:30:00,13,11,19,23,109,48
16-01-21,15:35:00,11,8,14,15,105,46
16-01-21,15:40:00,6,6,14,12,102,47
16-01-21,15:45:00,8,6,17,13,98,41
16-01-21,15:50:00,5,7,17,11,86,39
16-01-21,15:55:00,6,6,9,11,71,39
16-01-21,16:00:00,9,3,8,8,72,34
16-01-21,16:05:00,7,7,10,9,63,30
16-01-21,16:10:00,10,6,10,9,68,35
16-01-21,16:15:00,7,6,11,6,69,30
16-01-21,16:20:00,5,4,11,6,78,32
16-01-21,16:25:00,2,5,9,6,79,28
16-01-21,16:30:00,2,7,8,6,74,32
16-01-21,16:35:00,14,8,9,7,67,35
16-01-21,16:40:00,7,3,9,8,63,27
16-01-21,16:45:00,8,9,11,6,58,28
16-01-21,16:50:00,4,4,16,6,61,31
16-01-21,16:55:00,4,14,14,7,52,26
16-01-21,17:00:00,3,13,19,7,57,26
16-01-21,17:05:00,1,11,20,7,51,21
16-01-21,17:10:00,2,11,27,6,53,23
16-01-21,17:15:00,1,13,22,11,50,24
16-01-21,17:20:00,1,11,29,9,50,24
16-01-21,17:25:00,2,10,28,7,49,19
16-01-21,17:30:00,1,12,20,7,52,16
16-01-21,17:35:00,2,10,19,8,54,17
16-01-21,17:40:00,2,9,20,6,50,16
16-01-21,17:45:00,1,10,20,5,60,16
16-01-21,17:50:00,0,8,20,7,68,20
16-01-21,17:55:00,0,7,20,6,78,15
16-01-21,18:00:00,0,7,15,6,88,6
16-01-21,18:05:00,0,4,20,6,83,7
16-01-21,18:10:00,1,4,27,6,76,7
16-01-21,18:15:00,0,3,22,8,79,7
16-01-21,18:20:00,0,8,28,6,72,7
16-01-21,18:25:00,0,10,28,6,67,7
16-01-21,18:30:00,0,10,30,9,63,7
16-01-21,18:35:00,0,5,33,17,58,7
16-01-21,18:40:00,0,11,23,14,68,10
16-01-21,18:45:00,0,6,21,18,73,11
16-01-21,18:50:00,0,5,23,21,76,8
16-01-21,18:55:00,0,6,20,26,75,10
16-01-21,19:00:00,0,5,17,25,78,6
16-01-21,19:05:00,0,6,16,27,83,10
16-01-21,19:10:00,2,10,20,32,77,10
16-01-21,19:15:00,2,10,19,30,77,9
16-01-21,19:20:00,1,8,12,25,75,11
16-01-21,19:25:00,0,3,10,25,79,10
16-01-21,19:30:00,0,1,7,26,82,9
16-01-21,19:35:00,0,3,9,28,82,9
16-01-21,19:40:00,0,1,8,27,85,8
16-01-21,19:45:00,1,2,4,25,74,7
16-01-21,19:50:00,0,4,5,25,68,12
16-01-21,19:55:00,1,3,4,22,71,10
16-01-21,20:00:00,0,4,6,22,63,11
16-01-21,20:05:00,0,4,6,17,62,9
16-01-21,20:10:00,0,4,5,13,60,8
16-01-21,20:15:00,1,4,8,10,68,9
16-01-21,20:20:00,0,3,8,7,69,7
16-01-21,20:25:00,0,4,7,8,70,12
16-01-21,20:30:00,0,5,6,5,73,9
16-01-21,20:35:00,0,4,5,4,74,10
16-01-21,20:40:00,0,2,7,3,68,9
16-01-21,20:45:00,0,6,8,3,63,9
16-01-21,20:50:00,0,2,10,5,53,10
16-01-21,20:55:00,0,3,9,5,41,6
16-01-21,21:00:00,0,2,10,5,43,8
16-01-21,21:05:00,0,3,7,6,38,1
16-01-21,21:10:00,0,1,5,6,38,2
16-01-21,21:15:00,0,2,10,7,34,2
16-01-21,21:20:00,0,3,6,5,37,6
16-01-21,21:25:00,1,2,3,4,35,5
16-01-21,21:30:00,1,4,7,4,34,4
16-01-21,21:35:00,0,2,5,4,37,5
16-01-21,21:40:00,0,1,5,4,31,6
16-01-21,21:45:00,0,0,6,5,27,3
16-01-21,21:50:00,0,0,3,5,25,7
16-01-21,21:55:00,0,0,6,5,25,7
16-01-21,22:00:00,1,0,5,5,19,5
16-01-21,22:05:00,1,0,5,5,22,6
16-01-21,22:10:00,1,1,2,4,24,5
16-01-21,22:15:00,1,0,2,4,21,6
16-01-21,22:20:00,1,0,2,5,24,3
16-01-21,22:25:00,0,0,7,5,23,5
16-01-21,22:30:00,0,0,10,4,22,4
16-01-21,22:35:00,0,1,6,4,24,4
16-01-21,22:40:00,0,1,3,4,25,4
16-01-21,22:45:00,0,1,3,5,23,5
16-01-21,22:50:00,0,1,3,5,23,4
16-01-21,22:55:00,0,1,3,6,21,4
16-01-21,23:00:00,0,0,3,4,15,3
16-01-21,23:05:00,0,0,4,5,16,2
16-01-21,23:10:00,0,0,4,3,18,2
16-01-21,23:15:00,0,0,5,3,16,2
16-01-21,23:20:00,0,0,4,4,12,4
16-01-21,23:25:00,1,1,5,3,11,4
16-01-21,23:30:00,1,0,4,2,12,4
16-01-21,23:35:00,0,0,4,2,13,3
16-01-21,23:40:00,1,0,4,2,14,2
16-01-21,23:45:00,0,0,4,2,14,2
16-01-21,23:50:00,0,0,3,0,13,2
16-01-21,23:55:00,0,1,2,0,13,4
16-01-22,0:00:00,0,0,4,0,11,16
16-01-22,0:05:00,0,0,4,0,7,4
16-01-22,0:10:00,0,0,3,0,4,2
16-01-22,0:15:00,0,0,2,0,6,4
16-01-22,0:20:00,1,0,4,0,6,2
16-01-22,0:25:00,0,0,4,0,6,2
16-01-22,0:30:00,0,0,4,0,6,3
16-01-22,0:35:00,0,0,2,0,5,3
16-01-22,0:40:00,0,0,1,0,3,2
16-01-22,0:45:00,0,1,2,0,3,2
16-01-22,0:50:00,0,1,2,0,2,2
16-01-22,0:55:00,0,0,2,0,4,2
16-01-22,1:00:00,0,0,2,0,3,2
16-01-22,1:05:00,0,0,1,0,2,1
16-01-22,1:10:00,0,1,1,0,1,2
16-01-22,1:15:00,0,1,1,0,1,1
16-01-22,1:20:00,0,2,1,0,1,1
16-01-22,1:25:00,0,1,1,1,1,2
16-01-22,1:30:00,1,3,1,0,1,2
16-01-22,1:35:00,1,3,0,0,2,2
16-01-22,1:40:00,1,2,1,0,1,2
16-01-22,1:45:00,1,2,1,0,1,2
16-01-22,1:50:00,0,0,1,0,0,3
16-01-22,1:55:00,0,0,1,0,0,2
16-01-22,2:00:00,0,0,0,0,1,3
16-01-22,2:05:00,0,0,0,0,1,2
16-01-22,2:10:00,0,0,0,0,1,2
16-01-22,2:15:00,0,0,0,0,0,0
16-01-22,2:20:00,0,0,0,0,0,2
16-01-22,2:25:00,0,0,0,0,0,2
16-01-22,2:30:00,0,0,0,0,1,2
16-01-22,2:35:00,0,0,0,0,0,2
16-01-22,2:40:00,0,0,0,0,0,2
16-01-22,2:45:00,0,0,0,0,1,2
16-01-22,2:50:00,0,0,0,0,0,2
16-01-22,2:55:00,0,0,0,0,0,2
16-01-22,3:00:00,0,0,0,0,0,2
16-01-22,3:05:00,0,0,0,0,0,1
16-01-22,3:10:00,0,0,0,0,0,1
16-01-22,3:15:00,0,0,0,0,0,1
16-01-22,3:20:00,0,0,0,0,0,0
16-01-22,3:25:00,0,0,0,0,0,1
16-01-22,3:30:00,0,0,0,0,0,2
16-01-22,3:35:00,0,0,0,0,0,2
16-01-22,3:40:00,0,0,0,0,0,2
16-01-22,3:45:00,0,0,0,0,0,2
16-01-22,3:50:00,0,0,0,0,0,2
16-01-22,3:55:00,0,0,0,0,0,2
16-01-22,4:00:00,0,0,0,0,0,2
16-01-22,4:05:00,0,0,0,0,0,1
16-01-22,4:10:00,0,0,0,0,0,2
16-01-22,4:15:00,0,0,0,1,0,1
16-01-22,4:20:00,0,0,0,1,0,1
16-01-22,4:25:00,0,0,0,0,0,2
16-01-22,4:30:00,0,0,0,0,1,2
16-01-22,4:35:00,0,0,0,0,2,3
16-01-22,4:40:00,0,0,0,0,2,2
16-01-22,4:45:00,0,0,0,0,1,2
16-01-22,4:50:00,0,0,0,0,1,2
16-01-22,4:55:00,0,0,0,0,0,3
16-01-22,5:00:00,0,0,0,0,0,1
16-01-22,5:05:00,0,0,0,0,0,1
16-01-22,5:10:00,0,0,0,0,1,1
16-01-22,5:15:00,0,0,0,0,0,0
16-01-22,5:20:00,0,0,0,0,0,1
16-01-22,5:25:00,0,0,0,0,1,2
16-01-22,5:30:00,0,0,1,0,1,2
16-01-22,5:35:00,0,0,1,0,1,2
16-01-22,5:40:00,0,0,1,0,1,3
16-01-22,5:45:00,0,0,1,0,1,2
16-01-22,5:50:00,0,0,1,0,1,2
16-01-22,5:55:00,0,0,1,0,1,2
16-01-22,6:00:00,0,0,1,0,0,2
16-01-22,6:05:00,0,0,1,0,1,2
16-01-22,6:10:00,0,0,1,0,1,0
16-01-22,6:15:00,0,0,2,0,1,2
16-01-22,6:20:00,0,0,2,0,2,2
16-01-22,6:25:00,0,0,2,0,2,2
16-01-22,6:30:00,0,0,0,0,2,2
16-01-22,6:35:00,0,0,0,0,2,2
16-01-22,6:40:00,0,0,1,0,1,3
16-01-22,6:45:00,0,2,0,0,2,2
16-01-22,6:50:00,0,0,0,0,1,2
16-01-22,6:55:00,0,1,0,0,1,3
16-01-22,7:00:00,0,0,0,0,2,3
16-01-22,7:05:00,0,0,0,1,1,3
16-01-22,7:10:00,0,0,0,0,1,3
16-01-22,7:15:00,0,1,1,0,1,3
16-01-22,7:20:00,0,0,1,0,2,4
16-01-22,7:25:00,0,2,2,0,3,4
16-01-22,7:30:00,0,1,1,0,2,4
16-01-22,7:35:00,0,0,1,0,4,3
16-01-22,7:40:00,0,4,2,0,4,6
16-01-22,7:45:00,0,3,3,0,6,4
16-01-22,7:50:00,0,3,2,0,7,3
16-01-22,7:55:00,0,3,2,0,6,4
16-01-22,8:00:00,0,4,2,1,5,3
16-01-22,8:05:00,0,4,3,1,4,3
16-01-22,8:10:00,0,7,2,1,3,1
16-01-22,8:15:00,0,8,4,3,11,2
16-01-22,8:20:00,0,10,8,6,11,4
16-01-22,8:25:00,3,11,8,8,15,9
16-01-22,8:30:00,9,7,10,11,18,10
16-01-22,8:35:00,8,9,12,10,9,6
16-01-22,8:40:00,12,7,6,14,11,9
16-01-22,8:45:00,16,11,9,18,14,11
16-01-22,8:50:00,14,13,9,26,11,14
16-01-22,8:55:00,14,12,11,46,25,25
16-01-22,9:00:00,14,15,11,79,28,22
16-01-22,9:05:00,10,13,11,105,26,25
16-01-22,9:10:00,12,12,10,110,32,23
16-01-22,9:15:00,6,12,7,110,32,18
16-01-22,9:20:00,8,14,7,124,46,22
16-01-22,9:25:00,10,10,12,121,46,29
16-01-22,9:30:00,6,9,15,114,51,30
16-01-22,9:35:00,6,11,9,119,57,29
16-01-22,9:40:00,8,12,12,118,53,37
16-01-22,9:45:00,9,11,15,104,53,39
16-01-22,9:50:00,9,17,30,104,68,43
16-01-22,9:55:00,4,19,7,106,78,27
16-01-22,10:00:00,7,11,8,104,81,39
16-01-22,10:05:00,9,10,12,131,93,41
16-01-22,10:10:00,11,8,6,144,97,36
16-01-22,10:15:00,9,8,6,116,90,34
16-01-22,10:20:00,5,8,8,112,91,41
16-01-22,10:25:00,7,8,8,109,88,41
16-01-22,10:30:00,9,11,8,106,88,43
16-01-22,10:35:00,9,13,8,106,88,44
16-01-22,10:40:00,7,11,8,104,92,49
16-01-22,10:45:00,6,7,12,102,94,41
16-01-22,10:50:00,5,11,10,102,80,42
16-01-22,10:55:00,6,22,13,20,99,50
16-01-22,11:00:00,4,14,13,20,112,50
16-01-22,11:05:00,5,5,11,25,115,59
16-01-22,11:10:00,6,10,10,25,132,52
16-01-22,11:15:00,6,9,10,25,140,47
16-01-22,11:20:00,4,9,9,29,137,54
16-01-22,11:25:00,6,10,10,24,136,56
16-01-22,11:30:00,6,7,18,29,132,59
16-01-22,11:35:00,5,9,10,29,134,63
16-01-22,11:40:00,2,10,7,27,135,56
16-01-22,11:45:00,2,9,15,26,136,59
16-01-22,11:50:00,6,15,14,39,113,52
16-01-22,11:55:00,3,20,13,58,77,44
16-01-22,12:00:00,3,8,15,85,82,49
16-01-22,12:05:00,4,4,15,96,80,38
16-01-22,12:10:00,7,2,16,105,86,43
16-01-22,12:15:00,0,3,15,103,94,38
16-01-22,12:20:00,2,6,17,106,93,42
16-01-22,12:25:00,6,6,16,106,90,38
16-01-22,12:30:00,7,3,12,102,93,40
16-01-22,12:35:00,4,6,10,106,98,40
16-01-22,12:40:00,3,7,8,104,100,40
16-01-22,12:45:00,3,6,16,98,106,39
16-01-22,12:50:00,3,12,17,67,97,43
16-01-22,12:55:00,2,23,24,41,99,42
16-01-22,13:00:00,6,11,21,26,130,34
16-01-22,13:05:00,7,4,19,22,130,39
16-01-22,13:10:00,7,6,15,25,124,30
16-01-22,13:15:00,10,6,17,21,123,42
16-01-22,13:20:00,4,4,20,18,119,39
16-01-22,13:25:00,7,6,17,15,114,38
16-01-22,13:30:00,10,5,18,15,110,40
16-01-22,13:35:00,9,3,17,12,119,39
16-01-22,13:40:00,8,6,18,11,113,42
16-01-22,13:45:00,2,9,20,11,111,41
16-01-22,13:50:00,2,22,15,8,92,37
16-01-22,13:55:00,4,24,17,9,82,32
16-01-22,14:00:00,8,15,19,6,86,35
16-01-22,14:05:00,9,5,20,6,95,29
16-01-22,14:10:00,8,7,20,6,102,29
16-01-22,14:15:00,6,8,17,5,109,30
16-01-22,14:20:00,6,8,20,5,101,34
16-01-22,14:25:00,7,9,18,5,99,29
16-01-22,14:30:00,7,7,22,6,87,33
16-01-22,14:35:00,10,5,24,7,95,34
16-01-22,14:40:00,4,12,18,5,91,32
16-01-22,14:45:00,5,9,22,7,97,29
16-01-22,14:50:00,9,8,21,5,82,37
16-01-22,14:55:00,5,26,28,1,69,35
16-01-22,15:00:00,5,17,29,3,67,37
16-01-22,15:05:00,5,15,30,3,59,43
16-01-22,15:10:00,8,5,21,3,61,42
16-01-22,15:15:00,5,7,29,5,61,38
16-01-22,15:20:00,5,8,22,6,52,35
16-01-22,15:25:00,3,6,21,6,50,33
16-01-22,15:30:00,4,6,23,6,54,39
16-01-22,15:35:00,7,5,22,4,56,34
16-01-22,15:40:00,10,6,23,8,52,34
16-01-22,15:45:00,7,7,21,10,53,35
16-01-22,15:50:00,10,16,20,6,54,35
16-01-22,15:55:00,7,12,24,7,61,36
16-01-22,16:00:00,9,10,26,6,59,43
16-01-22,16:05:00,9,7,22,5,72,42
16-01-22,16:10:00,8,6,21,6,68,36
16-01-22,16:15:00,10,6,25,4,73,34
16-01-22,16:20:00,8,5,36,3,58,34
16-01-22,16:25:00,8,4,33,4,59,30
16-01-22,16:30:00,15,6,29,6,66,26
16-01-22,16:35:00,11,8,34,5,64,25
16-01-22,16:40:00,9,10,30,5,44,27
16-01-22,16:45:00,9,4,31,4,47,22
16-01-22,16:50:00,6,5,35,6,43,17
16-01-22,16:55:00,7,7,39,5,48,16
16-01-22,17:00:00,8,7,25,5,40,16
16-01-22,17:05:00,3,2,29,4,41,15
16-01-22,17:10:00,2,2,29,5,41,14
16-01-22,17:15:00,3,2,29,5,44,12
16-01-22,17:20:00,4,7,30,5,46,13
16-01-22,17:25:00,3,2,30,5,48,11
16-01-22,17:30:00,4,2,31,4,48,10
16-01-22,17:35:00,3,5,29,4,58,12
16-01-22,17:40:00,2,3,29,7,48,14
16-01-22,17:45:00,3,3,24,7,56,13
16-01-22,17:50:00,1,6,22,11,52,9
16-01-22,17:55:00,2,3,21,10,57,13
16-01-22,18:00:00,2,5,13,8,66,14
16-01-22,18:05:00,1,5,17,8,62,10
16-01-22,18:10:00,0,2,14,8,50,11
16-01-22,18:15:00,1,2,23,11,60,8
16-01-22,18:20:00,0,2,16,14,59,5
16-01-22,18:25:00,0,0,0,0,0,0
16-01-22,18:30:00,0,1,19,21,61,8
16-01-22,18:35:00,1,1,17,28,60,8
16-01-22,18:40:00,1,4,18,32,59,7
16-01-22,18:45:00,0,3,18,34,61,6
16-01-22,18:50:00,1,2,20,35,62,6
16-01-22,18:55:00,0,2,16,41,63,5
16-01-22,19:00:00,0,4,15,42,62,6
16-01-22,19:05:00,0,2,15,41,55,7
16-01-22,19:10:00,1,2,17,43,57,4
16-01-22,19:15:00,2,2,15,40,55,1
16-01-22,19:20:00,1,2,13,41,53,6
16-01-22,19:25:00,0,2,14,41,50,4
16-01-22,19:30:00,0,2,16,37,52,3
16-01-22,19:35:00,0,0,14,37,47,4
16-01-22,19:40:00,0,1,13,40,40,4
16-01-22,19:45:00,0,1,11,43,46,4
16-01-22,19:50:00,0,0,9,35,45,2
16-01-22,19:55:00,0,0,8,42,65,5
16-01-22,20:00:00,0,0,7,38,71,17
16-01-22,20:05:00,0,0,8,35,66,18
16-01-22,20:10:00,0,0,7,37,74,11
16-01-22,20:15:00,0,0,11,34,69,19
16-01-22,20:20:00,0,0,13,32,73,16
16-01-22,20:25:00,0,0,7,32,70,12
16-01-22,20:30:00,0,0,12,25,69,16
16-01-22,20:35:00,0,0,10,16,62,17
16-01-22,20:40:00,0,0,9,16,64,19
16-01-22,20:45:00,0,0,9,16,61,15
16-01-22,20:50:00,0,0,13,15,68,16
16-01-22,20:55:00,0,0,11,14,62,20
16-01-22,21:00:00,0,0,8,10,63,21
16-01-22,21:05:00,0,0,8,8,60,23
16-01-22,21:10:00,0,1,7,9,63,22
16-01-22,21:15:00,0,0,6,6,60,23
16-01-22,21:20:00,0,0,8,3,59,23
16-01-22,21:25:00,0,0,6,1,51,22
16-01-22,21:30:00,0,0,6,1,54,24
16-01-22,21:35:00,0,0,6,3,56,25
16-01-22,21:40:00,0,1,5,4,55,19
16-01-22,21:45:00,0,0,1,3,48,16
16-01-22,21:50:00,0,0,5,3,56,16
16-01-22,21:55:00,0,1,5,3,52,16
16-01-22,22:00:00,0,0,8,4,53,12
16-01-22,22:05:00,0,0,7,4,43,7
16-01-22,22:10:00,0,1,6,4,27,8
16-01-22,22:15:00,0,0,8,3,30,3
16-01-22,22:20:00,0,0,6,3,27,5
16-01-22,22:25:00,0,0,7,4,30,4
16-01-22,22:30:00,0,0,6,5,27,3
16-01-22,22:35:00,0,1,3,5,26,4
16-01-22,22:40:00,0,0,2,5,25,4
16-01-22,22:45:00,0,0,3,5,24,4
16-01-22,22:50:00,0,0,4,3,23,3
16-01-22,22:55:00,0,0,6,4,23,2
16-01-22,23:00:00,0,0,6,4,20,2
16-01-22,23:05:00,0,1,5,4,22,3
16-01-22,23:10:00,0,1,4,4,24,4
16-01-22,23:15:00,0,1,4,3,22,3
16-01-22,23:20:00,0,1,4,5,24,3
16-01-22,23:25:00,0,1,4,5,22,4
16-01-22,23:30:00,1,1,4,5,18,4
16-01-22,23:35:00,0,1,4,4,18,4
16-01-22,23:40:00,0,1,5,5,15,4
16-01-22,23:45:00,1,3,4,4,17,4
16-01-22,23:50:00,0,1,4,3,11,5
16-01-22,23:55:00,0,1,4,5,10,7
16-01-23,0:00:00,1,1,4,4,13,20
16-01-23,0:05:00,1,1,2,4,9,20
16-01-23,0:10:00,0,1,3,3,10,5
16-01-23,0:15:00,0,0,3,4,9,5
16-01-23,0:20:00,0,0,3,4,9,3
16-01-23,0:25:00,0,1,3,4,9,2
16-01-23,0:30:00,0,0,3,4,10,3
16-01-23,0:35:00,0,0,1,4,11,2
16-01-23,0:40:00,0,0,1,3,11,4
16-01-23,0:45:00,0,0,1,2,7,3
16-01-23,0:50:00,1,0,2,2,6,3
16-01-23,0:55:00,0,0,3,2,2,3
16-01-23,1:00:00,0,0,3,1,3,3
16-01-23,1:05:00,0,0,2,1,3,3
16-01-23,1:10:00,0,0,1,0,2,3
16-01-23,1:15:00,0,0,1,0,2,3
16-01-23,1:20:00,0,0,1,0,2,2
16-01-23,1:25:00,0,0,1,0,2,2
16-01-23,1:30:00,0,0,0,0,0,0
16-01-23,1:35:00,0,0,1,0,1,3
16-01-23,1:40:00,0,1,1,0,1,2
16-01-23,1:45:00,0,0,1,0,1,2
16-01-23,1:50:00,0,0,1,0,1,1
16-01-23,1:55:00,0,0,2,0,1,1
16-01-23,2:00:00,0,0,2,0,1,1
16-01-23,2:05:00,0,0,2,0,1,1
16-01-23,2:10:00,0,0,2,0,1,2
16-01-23,2:15:00,0,0,2,0,1,2
16-01-23,2:20:00,0,0,2,0,1,1
16-01-23,2:25:00,0,0,2,0,0,1
16-01-23,2:30:00,0,0,2,0,1,1
16-01-23,2:35:00,0,0,0,0,1,1
16-01-23,2:40:00,0,0,0,0,3,2
16-01-23,2:45:00,1,0,0,0,1,2
16-01-23,2:50:00,0,0,1,0,2,2
16-01-23,2:55:00,0,0,1,1,1,2
16-01-23,3:00:00,0,0,0,1,1,2
16-01-23,3:05:00,0,0,0,1,1,3
16-01-23,3:10:00,0,0,0,0,3,2
16-01-23,3:15:00,0,0,0,1,1,2
16-01-23,3:20:00,0,0,0,0,2,0
16-01-23,3:25:00,0,0,0,0,1,1
16-01-23,3:30:00,0,0,0,0,1,3
16-01-23,3:35:00,0,0,0,0,1,2
16-01-23,3:40:00,0,0,0,0,0,2
16-01-23,3:45:00,0,0,0,0,1,2
16-01-23,3:50:00,0,0,0,0,1,2
16-01-23,3:55:00,0,0,0,0,1,2
16-01-23,4:00:00,0,0,0,0,1,3
16-01-23,4:05:00,0,0,0,0,1,3
16-01-23,4:10:00,0,0,0,0,1,3
16-01-23,4:15:00,0,0,0,0,2,2
16-01-23,4:20:00,0,0,0,0,1,0
16-01-23,4:25:00,0,0,0,0,1,2
16-01-23,4:30:00,0,0,0,0,1,2
16-01-23,4:35:00,0,0,0,0,1,3
16-01-23,4:40:00,0,0,0,0,1,2
16-01-23,4:45:00,0,0,0,0,1,2
16-01-23,4:50:00,0,0,0,0,2,2
16-01-23,4:55:00,0,0,0,0,2,2
16-01-23,5:00:00,0,0,0,0,1,2
16-01-23,5:05:00,0,0,0,0,2,2
16-01-23,5:10:00,0,0,0,1,1,2
16-01-23,5:15:00,0,0,0,0,1,2
16-01-23,5:20:00,0,0,0,0,1,2
16-01-23,5:25:00,0,0,1,0,1,1
16-01-23,5:30:00,0,0,0,0,1,3
16-01-23,5:35:00,0,0,0,0,1,2
16-01-23,5:40:00,0,1,0,0,1,2
16-01-23,5:45:00,0,0,0,0,2,2
16-01-23,5:50:00,0,0,0,0,1,2
16-01-23,5:55:00,0,0,0,0,1,2
16-01-23,6:00:00,0,0,0,0,1,2
16-01-23,6:05:00,0,0,0,0,1,2
16-01-23,6:10:00,0,0,0,0,1,2
16-01-23,6:15:00,0,0,0,0,1,2
16-01-23,6:20:00,0,0,0,0,1,0
16-01-23,6:25:00,0,0,0,0,1,0
16-01-23,6:30:00,0,0,0,0,1,2
16-01-23,6:35:00,0,0,0,0,1,2
16-01-23,6:40:00,0,0,0,0,1,2
16-01-23,6:45:00,0,0,0,0,1,2
16-01-23,6:50:00,0,0,0,0,1,2
16-01-23,6:55:00,0,0,0,0,1,2
16-01-23,7:00:00,0,1,0,0,1,2
16-01-23,7:05:00,0,0,0,0,1,2
16-01-23,7:10:00,1,0,0,0,1,2
16-01-23,7:15:00,0,0,0,0,1,2
16-01-23,7:20:00,0,0,0,0,1,0
16-01-23,7:25:00,0,0,0,0,2,1
16-01-23,7:30:00,0,0,0,0,2,3
16-01-23,7:35:00,0,0,0,0,4,3
16-01-23,7:40:00,0,0,0,0,3,2
16-01-23,7:45:00,0,0,0,1,5,3
16-01-23,7:50:00,0,0,0,1,8,3
16-01-23,7:55:00,0,0,0,0,6,2
16-01-23,8:00:00,0,0,0,0,8,2
16-01-23,8:05:00,0,0,0,0,8,2
16-01-23,8:10:00,0,0,0,0,8,3
16-01-23,8:15:00,0,0,1,0,11,4
16-01-23,8:20:00,0,0,0,0,13,2
16-01-23,8:25:00,0,0,0,0,14,0
16-01-23,8:30:00,0,0,1,0,13,1
16-01-23,8:35:00,0,0,1,0,14,2
16-01-23,8:40:00,1,0,1,0,13,2
16-01-23,8:45:00,0,0,0,0,13,2
16-01-23,8:50:00,0,0,0,0,12,2
16-01-23,8:55:00,0,0,0,3,15,2
16-01-23,9:00:00,0,1,1,3,15,3
16-01-23,9:05:00,0,0,1,3,16,3
16-01-23,9:10:00,0,0,0,3,20,3
16-01-23,9:15:00,0,0,1,1,18,3
16-01-23,9:20:00,0,1,0,5,15,3
16-01-23,9:25:00,1,0,1,12,18,1
16-01-23,9:30:00,1,1,1,13,20,2
16-01-23,9:35:00,0,0,1,19,18,3
16-01-23,9:40:00,0,0,3,19,21,4
16-01-23,9:45:00,0,0,2,18,19,4
16-01-23,9:50:00,0,0,2,21,23,4
16-01-23,9:55:00,0,0,2,22,26,5
16-01-23,10:00:00,0,0,2,19,27,3
16-01-23,10:05:00,0,0,2,18,29,5
16-01-23,10:10:00,0,0,2,22,28,2
16-01-23,10:15:00,0,0,3,19,26,3
16-01-23,10:20:00,0,0,4,15,29,2
16-01-23,10:25:00,0,0,5,18,27,3
16-01-23,10:30:00,0,0,2,26,29,3
16-01-23,10:35:00,0,0,1,27,33,3
16-01-23,10:40:00,0,0,3,25,33,3
16-01-23,10:45:00,0,0,3,23,35,3
16-01-23,10:50:00,0,0,3,25,31,3
16-01-23,10:55:00,0,0,2,26,34,4
16-01-23,11:00:00,0,0,3,27,38,2
16-01-23,11:05:00,0,0,3,25,33,3
16-01-23,11:10:00,0,0,1,25,35,2
16-01-23,11:15:00,1,0,2,25,38,2
16-01-23,11:20:00,0,1,3,26,32,3
16-01-23,11:25:00,0,0,2,26,31,1
16-01-23,11:30:00,0,0,2,27,29,0
16-01-23,11:35:00,0,1,2,26,30,1
16-01-23,11:40:00,0,2,2,21,37,2
16-01-23,11:45:00,0,2,0,17,32,4
16-01-23,11:50:00,0,4,2,13,32,4
16-01-23,11:55:00,0,0,1,11,34,3
16-01-23,12:00:00,0,0,3,11,37,3
16-01-23,12:05:00,0,0,0,8,32,3
16-01-23,12:10:00,0,2,2,8,38,2
16-01-23,12:15:00,0,1,2,6,41,2
16-01-23,12:20:00,0,0,1,9,33,4
16-01-23,12:25:00,0,0,1,10,33,1
16-01-23,12:30:00,0,0,4,10,35,1
16-01-23,12:35:00,0,2,3,10,35,2
16-01-23,12:40:00,0,1,1,9,35,5
16-01-23,12:45:00,0,2,2,13,41,4
16-01-23,12:50:00,0,2,4,21,48,4
16-01-23,12:55:00,0,1,4,38,43,4
16-01-23,13:00:00,0,1,4,43,43,2
16-01-23,13:05:00,0,0,4,38,44,2
16-01-23,13:10:00,0,2,6,42,44,2
16-01-23,13:15:00,0,1,6,45,43,2
16-01-23,13:20:00,0,1,8,46,45,2
16-01-23,13:25:00,0,0,6,43,51,1
16-01-23,13:30:00,0,1,5,45,49,2
16-01-23,13:35:00,0,0,9,43,44,3
16-01-23,13:40:00,0,0,11,38,44,3
16-01-23,13:45:00,0,0,11,37,50,3
16-01-23,13:50:00,1,0,10,38,45,5
16-01-23,13:55:00,1,1,9,39,50,7
16-01-23,14:00:00,0,0,10,31,49,10
16-01-23,14:05:00,0,2,7,23,47,6
16-01-23,14:10:00,0,0,12,29,41,7
16-01-23,14:15:00,0,0,9,30,48,4
16-01-23,14:20:00,0,1,7,33,47,5
16-01-23,14:25:00,0,0,7,33,45,7
16-01-23,14:30:00,0,0,7,31,49,6
16-01-23,14:35:00,0,0,12,28,48,2
16-01-23,14:40:00,0,0,13,30,47,6
16-01-23,14:45:00,0,0,14,29,50,5
16-01-23,14:50:00,0,0,9,31,47,4
16-01-23,14:55:00,0,0,9,31,44,4
